Coefficient of current liquidity;Quick liquidity ratio;Absolute liquidity ratio;Receivables  turnover ratio;Turnover ratio of funds;Ratio of own and borrowed funds;Ratio of own working capital;Coefficient of autonomy;Degree of solvency in current liabilities;Return on net assets by net profit;Profitability;Profitability of sales;Failure
1,470383666;0,228184628;0,02322564;4,886746121;0,916213107;18,73777348;-0,255215341;0,050664276;8,521939871;0,119007653;0,194144926;0,092754638;0
0,99273122;0,515370493;0,303053838;6,587734348;1,039410509;103,6536168;-0,007322002;0,009555331;12,04238111;0,16969147;0,212081929;0,021178006;1
3,988007707;2,611921519;1,155024968;5,568839737;1,812872039;0,308380797;0,747774261;0,764303483;1,888124672;0,197206401;0,246864358;0,122681766;0
2,879177054;1,189789801;1,013623621;13,78010161;0,988174967;0,348708728;0,244362802;0,741449936;4,252799554;0,101692623;0,101692623;0,197430684;0
1,175425201;0,849866846;0,063083507;2,960690812;1,923435815;3,909091008;-0,779634156;0,2037037;6,079146459;0,426913866;0,445440525;0,180459688;1
4,407881358;2,400131439;0,729124817;6,78470086;1,602733198;0,318772456;0,565224852;0,758280927;1,911888355;0,369040793;0,379924841;0,328132902;0
1,015422972;0,122840117;0,001812378;1,688681688;0,378340572;14,40384241;0,005963671;0,064918867;48,79872195;-0,73956708;0,011446126;0,027900786;0
8,948793547;6,982074203;2,558223459;5,036118131;2,272171848;0,080530535;0,878263689;0,925471301;0,604250002;0,384577026;0,486611081;0,333198333;0
0,992516683;0,631951986;0,029843919;3,006253687;1,912908583;48,86721899;-0,007540509;0,020053254;10,78077904;0,908045977;1,04978355;0,01072222;0
1,161612014;0,731730732;0,171268384;11,64368086;5,348413246;0,382749575;0,125822644;0,723196751;2,041740085;0,136133556;0,184286296;0,166580532;0
0,934433822;0,19879447;0,050078231;23,03644434;4,043348686;19,24114699;-1,246566286;0,049404315;2,966845588;0,13572369;0,169651253;0,031306128;0
0,712153904;0,610308761;0,139552417;11,85491642;8,100658026;0,817812838;-0,478020181;0,550111639;2,271588642;0,010591386;0,027169038;0,015232104;0
1,37222021;0,265595591;0,022759181;26,88795418;4,950847292;2,543394613;0,271253992;0,282215251;1,760038392;0,101493957;0,130819117;0,006797361;0
3,336701428;1,47866185;0,054973023;2,185867947;0,94701991;3,943259713;0,185691635;0,202295663;3,097740069;0,182546984;0,230447323;0,098160853;0
1,589063924;0,724949546;0,101279205;6,482268045;2,367618058;3,134935355;0,180406689;0,241841749;4,047475252;0,270032457;0,311660934;0,039993593;0
6,158173476;2,855900866;0,128731247;7,421297105;2,989943598;0,169394211;0,837614188;0,855143621;0,711063048;0,145146609;0,183064152;0,061631802;0
1,151050784;1,05973113;0,446066922;2,397637709;1,342343576;4,517388537;0,130190651;0,181245166;7,972915514;0,006064387;0,026828386;0,059016249;0
0,836872525;0,827243638;0,011704601;5,195353723;5,097632334;-6,739965314;-0,225478198;-0,174217081;2,566525396;0,518288711;0,609150487;0,006142389;0
8,249817983;4,185156534;1,210047324;7,381315798;2,166097618;0,849641726;0,149499719;0,540645243;0,7910058;0,052876;0,066095;0,077141303;0
0,996052027;0,986266937;0,089805633;2,085960333;1,38824232;-259,9994118;-0,003963621;-0,003861013;9,018485898;1,005882353;0,868235294;0,007052934;1
1,382687205;1,284019346;0,035679799;3,822403361;3,469735827;1,161032738;0,18633811;0,462741717;2,514324725;0,184143256;0,244733627;0,068589501;0
15,65315653;7,091349516;0,108980122;2,743378524;1,296090634;0,047002262;0,936115122;0,955107774;0,534598941;0,190104219;0,197997791;0,209142277;0
2,885059594;2,689675266;0,004025582;0,651143865;0,61128948;1,251532446;0,376648942;0,444141945;6,608926566;0,027047866;0,040709587;0,182251281;0
0,648492181;0,389876409;0,094688077;10,5520567;4,378371325;0,368411886;-0,554020677;0,730774126;4,225977475;0,122975841;0,155510205;0,165722334;0
3,174561082;1,277281861;0,043888022;12,07111569;4,192673114;-1,731307995;-9,934198338;-1,367412918;0,731658017;0,429427204;0,624782422;-0,051697104;1
0,913635511;0,496520346;0,125109802;5,387175136;2,098517811;4,192470384;-0,094528385;0,192586558;9,998613226;0,176861596;0,229970242;0,081298492;0
0,587932983;0,176295242;0,000863936;4,84548752;1,341919809;-26,10835558;-4,293134616;-0,039827379;14,73738462;3,369858585;3,991959369;-0,018910469;0
1,006809056;0,934396095;0,127972715;1,706407072;1,475758037;18,48864149;0,006763007;0,05131194;7,045751952;-0,73956708;0,339763815;0,026704265;0
3,952896743;3,87701137;2,498468879;1,70304712;0,296019832;5,048210245;-0,904719349;0,165338168;9,090966056;0,539461576;0,676257736;0,35096628;0
1,633087933;0,333636417;0,011548953;17,81981896;3,230021568;1,39561061;-0,728562192;0,41743011;2,178985757;0,135988428;0,135988428;-0,026210217;0
0,878673675;0,802067068;0,00315558;3,270818893;2,582903502;5,769460202;-0,147306061;0,147722521;7,752194022;0,39290017;0,664658752;0,092809734;0
2,23406056;0,458103969;0,026950817;6,983141661;1,453217699;8,669483619;-0,074726612;0,103418139;4,043987219;0,135348919;0,177278689;0,072880017;1
2,826911628;0,761217569;0,000609417;6,833626301;2,174719533;10,98162284;-0,009043665;0,083461195;2,072620984;0,10943807;0,14183136;0,044021284;0
0,962339751;0,929245802;0,042527962;1,686546052;1,495127417;-2853,865;-0,070482921;-0,000350524;12,43320854;-1,26;-1,78;0,003173422;0
0,959633076;0,469994667;0,3129853;3,977902531;0,711524774;54,34316404;-0,042064957;0,018069079;23,92035772;0,354090467;0,442613084;0,036706503;0
10,85076085;10,71124442;10,61860039;16,8683138;0,392767804;1,744983682;-0,617142445;0,364300891;3,451897691;0,15108942;0,189828017;0,55765409;0
1,208700641;0,381361612;0,111538374;8,85507375;2,822890415;18,50922915;0,05048426;0,051257791;3,682024469;0,127192782;0,168414785;0,07591847;0
0,757016831;0,42170079;0,00295923;5,341980175;2,765994175;2,048279307;-0,323138871;0,328053928;6,18459181;0,001655576;0,020088131;0,037920671;0
1,795796634;1,208043874;0,137901625;4,10572635;2,479211956;0,652066006;0,420724652;0,605302692;2,578391238;0,115332152;0,148526272;0,060278056;0
1,787051121;1,511841515;0,044650927;3,887190702;3,132682781;2,190043952;0,214265742;0,313475305;2,233414547;0,276102291;0,27546746;0,037130773;0
0,997597678;0,350896159;0,034914986;7,97762778;2,084416314;26,96949913;-0,002408108;0,035753232;5,18825712;-0,255619237;-0,284076751;-0,000549688;0
1,586542094;0,777153172;0,102328705;10,28826936;3,777001529;9,502844654;0,029642182;0,0952123;2,669291511;0,352680734;0,444205356;0,030365429;0
0,615852134;0,520278025;0,088389159;9,69930164;5,703337489;0,986348874;-2,655486875;0,503436236;3,303548409;0,023429534;0,042032387;0,061974264;0
0,650867288;0,650482362;0,001200223;2,869809096;2,825787298;-3,505952018;-0,536772935;-0,399049939;6,011884052;0,918536286;1,110926322;-0,045000435;1
6,265204146;5,142232789;1,890239736;4,847011669;2,58012982;0,120577258;0,84033602;0,892397193;0,776208244;0,109356419;0,160748514;0,108618581;0
0,550951228;0,454992121;0,033282857;0,785514091;0,608087399;-4,244895111;-1,320068084;-0,308176371;34,27099981;0,314732405;0,350241566;-0,15937403;1
0,917951062;0,203561821;0,000202407;1,345383838;0,360654418;15,82770408;-2,547725611;0,059425813;49,18859845;-1,730093942;-1,222564547;-0,283961135;0
0,900337739;0,734911935;0,168846954;6,524163215;4,92251791;30,93882872;-0,110694305;0,031309852;2,955228134;0,798084637;1,128559968;0,026210813;0
1,445226286;0,598267987;0,03541387;11,80196328;4,293525675;1,934714799;-0,184951078;0,340748614;2,409365742;0,746025845;0,790773708;0,058117165;0
0,335185561;0,126643675;0,007191627;12,06637736;4,403002619;-1,448986276;-8,858910984;-2,227239569;8,115443561;-0,000264824;-0,001002131;0,027595957;1
0,922860896;0,572151597;0,002403935;4,029723486;2,126282459;2,794343479;-0,717703554;0,263550128;6,276348463;0,181714086;0,221399906;0,109280942;0
1,024660708;0,574881541;0,03018869;1,769383751;0,978710525;8,351973162;0,020246435;0,106929306;12,95436661;0,164476981;0,164476981;0,043782679;1
0,613462923;0,439219178;0,00130979;10,39627734;7,414995498;2,887654231;-9,186910769;0,257224522;2,873145067;-0,051236448;-0,055665807;0,068464393;0
11,5112565;4,17068433;3,481412549;25,79963771;1,414375584;0,038838666;0,91312851;0,962613381;0,812901743;0,150828431;0,153432301;0,317812441;0
3,978001606;1,482680096;0,260316765;6,373582825;2,088290309;0,253439235;0,625074767;0,797804929;1,481549566;0,134136359;0,138484703;0,148153154;0
1,158263066;1,094760637;0,019591876;2,473369411;2,307718148;6,651629027;-0,129548477;0,130691124;5,748783603;0,000215723;0,000831709;-0,001561043;0
19,97346841;15,73819854;0,027529504;2,077172983;1,54391327;0,033562271;0,949933583;0,967527578;0,486039219;0,308994086;0,309251831;0,387399491;0
0,978722076;0,935938954;0,082863081;4,331981844;3,832650287;13,82064471;-0,210718415;0,067473448;3,006769028;0,551347379;0,699202011;0,02962191;0
2,173633361;1,672129736;0,008689663;2,067288071;1,54515151;1,7903215;-0,285153686;0,358381642;2,694845979;0,564388669;0,564885286;0,317490184;0
0,854816862;0,13363414;0,00978617;33,44473825;4,850570952;18,12453788;-0,612208712;0,052288845;3,26156061;-0,183952874;-0,183952874;0,018154363;0
28,05244975;23,73369078;0,01790201;1,404865901;1,161358179;0,027554404;0,964352489;0,973184481;0,416658001;0,289456148;0,290228683;0,395311945;0
6,185908542;0,297920932;0,034493621;49,70900693;1,81867747;0,11018006;0,663308522;0,900754784;1,117792623;0,207718715;0,207718715;0,316053561;0
0,760020799;0,704850361;0,063911859;5,476550811;4,561459325;2,327478403;-0,613781621;0,300527871;3,239131742;0,284480155;0,362733845;0,061933385;0
1,388083532;0,694850945;0,32424712;5,025976935;1,323074471;1,206166243;0,157460804;0,453274998;7,984601598;0,310391953;0,312068496;0,292533509;0
0,868660754;0,76404661;0,022103155;10,41599392;9,241760918;50,31057882;-1,220014133;0,019489158;1,529099402;0,366288933;0,4706521;-0,007878758;0
1,97599829;1,607155148;0,020951308;4,799843062;3,782880019;1,361362993;0,03491462;0,423484235;1,664727541;0,085961347;0,116920534;0,045092266;0
0,793215724;0,774985274;0,29494785;3,179660602;2,090439143;9,02620234;-0,263510575;0,099738661;2,379553918;1,338810817;1,694823918;0,010679896;1
0,956263759;0,495140837;0,376029132;52,91679274;7,37096438;3,285652148;-0,965368392;0,233336716;1,957152791;0,051187252;0,065099481;-0,010646323;0
0,984545156;0,658362398;0,002402446;2,848173446;1,988098604;44,60916233;-0,01760727;0,021925419;6,734801032;-1,101123596;-0,910797479;0,010863232;0
1,335456898;0,741815546;0,004198253;1,435712432;0,928477188;-5,920458387;-0,574318845;-0,203233098;5,882565191;4,815446286;5,922504214;-0,208955035;1
2,643321832;2,643320137;1,686711484;22,17571848;6,964555343;0,608352802;0,621687498;0,621753733;0,747110038;0,02558858;0,035331796;-0,000502891;0
1,171288769;0,537490762;0,007173985;2,522014752;1,122585688;234,6076948;-0,55230395;0,004244344;10,57700126;0,466622821;0,696481421;-0,01033063;1
4,361179172;1,907662309;0,206662989;15,40910375;4,706495319;0,125556852;0,740760133;0,888449125;0,729775147;0,23629471;0,30229636;0,176370363;0
1,011646529;0,364367483;0,003597933;6,207200938;2,422028736;75,02528663;0,011503482;0,013153518;5,453841387;0,200146589;0,273807654;0,0160686;1
0,370500407;0,190146973;0,130134797;45,9201169;6,92900042;3,511940522;-1,991311459;0,221634127;6,541303617;0,014111926;0,030073731;0,019091766;0
1,889677828;0,050121666;0,015028227;119,516648;1,856997719;0,61222135;0,329057331;0,620262224;3,550047439;0,140235563;0,140235563;0,112354245;0
0,994007809;0,30627096;0,003059192;4,52516043;1,689452551;0,74298559;-0,099915365;0,573728208;5,779436953;-0,191042449;-0,190681236;-0,099632763;0
2,860949698;2,119402985;0,506287731;4,96037671;2,604181563;58,35067298;-0,221722944;0,016849009;1,70360303;-3,198405099;-3,289886196;0,135920537;0
2,833955465;2,782884843;2,527916505;4,426288569;0,768941345;0,360583629;0,595914053;0,73497871;6,890270704;0,440913598;0,547385375;0,563553917;0
3,355658846;1,567330677;0,03523683;18,26527543;7,202351534;2,104987655;-0,248415878;0,322063241;0,557644128;0,009286847;0,014569261;0,00798946;0
3,908630179;2,940722082;1,514794026;14,12862807;6,518412211;0,341484187;0,744115373;0,745443002;0,49629347;0,149605128;0,189882813;0,033376119;0
0,240001848;0,222859026;0,052127469;1,197724615;0,337050496;1,008960451;-3,189810189;0,497769879;67,94523297;0,518969575;0,608602256;0,234386877;0
1,247552483;0,312331901;0,000351438;5,690658887;1,771402355;3,520459349;-0,038949653;0,221216457;5,956520269;0,146687835;0,159720261;0,058900386;0
1,060667404;1,059345274;0,009819991;3,111962799;3,085863522;10,58496068;0,056999248;0,086318808;3,921267878;0,022179186;0,032406503;-0,001153243;0
1,58570096;1,286099198;0,304098533;4,342391846;2,530258508;0,5988616;0,362378129;0,625445004;3,909175539;0,178375483;0,178462532;0,130752167;0
1,360547471;0,860485408;0,039337164;4,20057043;2,588604197;1,462461087;-0,662731134;0,406097788;3,301514473;0,075287876;0,094624351;0,127139175;0
1,350492519;1,001777819;0,325422812;7,277397101;4,039819267;0,124855556;0,218677834;0,889003032;1,84674113;0,02132363;0,038342623;0,085686593;0
13,02223534;12,79458734;11,97913806;4,237132743;0,442307451;0,398885058;0,132538678;0,714855015;2,329405784;0,171106942;0,216830026;0,257683561;0
1,008168536;0,408134331;0,005904452;2,437135282;0,821549482;27,33929097;0,008102352;0,035286698;18,31030121;-0,15916446;-8,41E-05;0,097114343;1
0,299206024;0,29910133;0;0,521923316;0,434611016;-1,482203452;-2,342178695;-2,073813442;58,92239283;0,313819403;0,311138815;-0,058511757;1
0,522161448;0,49067034;0,040376552;7,177952623;6,080083837;0,327428277;-0,944999302;0,75333637;4,333315645;-0,185629106;-0,156740762;0,080959613;1
1,291487078;0,576437004;0,096420099;1,643911363;0,501016615;42,34506177;0,013677244;0,023070679;19,7250923;0,12494724;0,272262475;0,022670133;0
2,769143111;2,021923907;0,098778109;1,049432217;0,757369933;11,45538345;0,010905251;0,080286569;5,982516353;0,041323504;0,052295968;0,131211635;0
1,282247726;0,317951348;0,033115659;19,21703836;3,516749589;2,007016248;0,220119498;0,332555569;2,654957968;0,199748166;0,298441775;0,031487093;0
2,198364843;1,700114509;0,284919243;12,84774751;7,779463973;0,73414067;-0,099459448;0,576654488;0,827436555;0,109352882;0,187259514;0,105073044;0
1,602331014;0,912060883;0,012909111;7,305849354;3,964315985;2,067222561;-0,280333477;0,326027857;1,937742643;-0,027425937;-0,039555284;0,031907395;1
0,539610396;0,463472965;0,007232321;4,524079922;3,740807543;0,624380695;-1,225911732;0,615619235;6,213471841;0,004399229;0,011508809;0,092978356;0
1,230481189;0,565067748;0,0518512;7,609221745;2,547042093;7,084411794;-0,436366653;0,123694837;4,443986563;0,525884687;0,672195074;0,112387303;0
3,023173513;0,368401132;0,004939393;14,92143683;2,090364362;-5,024868111;-3,552329949;-0,248455346;2,004526961;0,304936655;0,350886345;0,045544642;0
3,911758415;2,870262702;0,722130398;5,465590096;3,022550005;0,222705008;0,475657404;0,817858759;1,063795971;0,051640486;0,068520395;0,072830387;0
1,220747303;0,781187571;0,020460291;4,053948249;2,164649077;1,876023709;0,112734059;0,34770228;4,962678154;0,104997185;0,138496755;0,120187985;0
10,73821448;0,566956995;0,124605335;42,00344555;2,334968306;0,788350089;-1,162576485;0,55917463;0,488056862;0,23008478;0,228851271;0,199452837;0
1,885277202;0,995216718;0,080853327;5,785426134;2,670376088;1,716883802;0,224375474;0,368068741;2,7149135;-0,004976205;0,018640406;0,124187989;0
2,6759072;1,00176754;0,224674855;5,14834155;1,970127079;-9,624261758;-0,371794084;-0,115952243;2,019773538;0,896797;1,043195241;-0,011792169;0
0,776134769;0,138428784;0,006794434;12,99237403;1,964843189;3,927821681;-0,569856469;0,202929421;8,889412274;0,061669768;0,020070567;0,036250621;0
1,22261255;0,623026435;0,169371391;5,87458943;2,146474882;0,63291999;0,174796954;0,612399877;3,658397978;0,245920066;0,342108707;0,230585329;0
1,167352428;0,35118463;0,054517116;9,034304199;1,970098756;2,803905167;0,143360672;0,262887731;6,887601784;0,056674193;0,07679548;0,016831763;0
5,665206393;2,375464579;0,833825587;9,838239851;2,608887352;0,161705652;0,710706508;0,860803249;0,921572035;0,127986648;0,33832084;0,27157399;0
1,013213864;0,5400138;6,98E-06;1,308815132;0,708939654;-34,53314422;-0,127434873;-0,029821242;17,12314745;2,318332314;2,862646054;-0,061256154;1
2,165782134;1,308565583;0,268850915;3,217038442;1,438151592;0,743953482;0,533377279;0,57340979;4,481700627;0,092349168;0,115163374;0,053841991;0
1,004204004;0,473049628;0,347361748;15,64210074;1,696665411;48,02201344;0,002412819;0,020398999;9,231911432;0,142626899;0,179257479;0,020752934;0
0,568952771;0,542066612;0,034045122;3,774815523;3,303892959;0,947830666;-0,793246272;0,51339165;6,578885948;-0,232398215;-0,244872496;-0,335764118;0
8,781833284;4,293160732;1,932495956;13,70294504;3,997772535;0,068994326;0,752135848;0,93545866;0,379295591;0,127170339;0,16066539;0,171592521;0
10,70246027;4,497906215;3,45008261;16,01013756;1,28859444;0,136093671;0,856728329;0,880209111;0,845393411;0,173494102;0,235399605;0,177369915;0
1,38397682;0,930777918;0,000102081;1,267798645;0,919051592;1,908581282;0,275538861;0,34381023;11,53615585;0,125641922;0,158012383;0,110292012;0
3,099842461;2,867354589;1,419806533;2,238594551;1,139953632;-19,37687551;-0,223363937;-0,054416215;3,063928681;1,310840755;1,629051984;0,00749989;1
0,783843229;0,74397297;0,016345513;1,216310118;1,123419025;42,83225086;-0,280052918;0,022814252;18,07543712;0,31460526;-2,711765061;-0,118621382;1
1,203769189;1,184870214;0,012856217;3,846513908;3,739547132;2,171978681;-0,385011186;0,315260631;2,639731789;0,061158037;0,067412548;0,053128873;1
0,978027173;0,973125697;0,326102371;8,540037813;5,885958147;33,82220206;-0,022468193;0,028717311;3,015889466;0,434799864;0,517859168;0,003529588;0
0,613399876;0,276144384;0,001086283;6,706957595;2,622698768;33,5237496;-1,316229733;0,028965568;8,234234894;0,279391687;0,431339261;0,049447947;1
0,869331358;0,095707994;0,021859758;1,642443066;0,718795938;-7,652945553;-0,150309362;-0,150309362;7,498156102;-0,73956708;0,95242477;-0,019494802;1
1,003921315;0,706785861;0,02415373;3,268350647;2,106359855;248,2901376;0,003905998;0,00401139;6,045366284;0,843463303;1,150229358;-0,009374815;0
2,2738097;2,248433453;0,070813851;2,501081828;2,410630096;2,578555805;-0,935215376;0,279442338;2,363528212;-0,287057742;-0,351501344;-0,070864583;0
1,657506848;1,179708899;7,11E-06;1,50232348;1,011033757;1,437707497;0,396684242;0,410221489;6,368873972;0,023321382;0,029583321;0,007849385;1
2,452635031;1,669632679;0,560895232;3,160960912;1,625944857;0,560900277;0,585166905;0,640655918;3,813894508;0,48356869;0,579157704;0,342046695;0
1,273938948;0,261706576;0,010433189;11,03699259;4,098243306;41,03746417;0,023788305;0,023788305;2,731167623;-0,73956708;0,914221373;0,014025706;0
2,260334236;2,097925186;0,803423797;7,504152993;4,684143484;0,402337636;0,541003058;0,713095031;1,362893619;0,242761372;0,305485377;0,085784543;0
0,631856671;0,615397193;0,320647677;2,283175039;1,240162599;0,329994714;-0,652179538;0,751882688;9,590581862;0,005505981;0,011322853;0,046403653;0
0,728450106;0,232585013;0,070526609;6,269288956;2,940026314;16,73336251;-7,403739291;0,056390885;6,206289979;-0,601520551;-0,726502964;0,053677678;0
1,84430004;0,829418661;0,011706066;8,011366402;3,521733011;0,979237726;0,457788875;0,505245018;2,27461431;0,407048767;0,414522856;0,023491073;0
4,012188006;1,913763371;0,045095624;8,444729138;3,650961988;0,200741468;0,551341132;0,832818743;0,880277504;0,250196284;0,322807515;0,198821921;0
7,871653004;0,859495952;0,027156671;17,25844092;1,433946221;0,077453589;0,84549139;0,928114223;0,89212867;0,145579908;0,149667209;0,085943257;0
7,7514562;2,200422583;1,519701527;20,20722276;1,903243175;0,085119592;0,865660646;0,921557409;0,707470801;0,236261855;0,246712226;0,177368884;0
0,921047513;0,885520673;0,031658137;2,643383429;2,460056471;-12,70955913;-0,62281963;-0,085400312;6,235713401;0,431329354;0,482580727;-0,020690106;0
3,637628862;0,867702323;0,014291248;3,43904886;0,9181364;3,317308229;0,222562434;0,231625806;3,345057909;-0,73956708;0,00443208;-0,011985361;0
2,604654178;0,418958497;0,068439631;8,185096303;1,220367662;6,093555853;-0,018542903;0,140973021;3,851942367;0,032159825;0,046439545;0,065248109;0
1,181822385;1,147242708;0,009452439;5,532686398;5,308725315;1,410608032;0,110575942;0,414833099;2,289454333;0,001522461;0,001706398;0,010448061;0
1,851555002;1,3624068;0,852794153;7,752907796;2,998788088;5,402439759;-0,021592527;0,156190458;2,043797351;0,212262233;0,268493976;0,014597321;0
1,273542787;0,566238703;0,020664715;4,172696919;1,270897815;3,370320611;0,214788847;0,228816165;5,138341583;0,436560226;0,565148698;0,089039702;0
0,496035955;0,396061303;0,000202784;4,87554024;3,458464918;-5,024779883;-1,36894303;-0,248460793;8,010996649;1,219083511;1,491603855;0,039662395;0
0,48750429;0,379429934;0,139998509;4,308637894;2,307698281;3,404873032;-3,518518648;0,2270213;8,650799793;-0,405024357;-0,516741259;0,095577926;1
0,983218497;0,725841158;0,075572642;2,644517345;1,94444359;694,6177715;-0,017760235;0,001437571;7,789653344;-0,418899859;-0,286318759;-0,00223832;0
3,098230464;2,690379977;0,98946306;3,314258349;2,02696326;0,463959125;0,651768207;0,683079181;1,838672004;0,292484495;0,375887511;0,144130368;0
1,332357724;0,582801716;0,267067288;17,42674119;5,318777059;1,741926108;0,245497554;0,364707129;1,80535422;0,521645971;0,521628545;0,051179998;0
0,142711395;0,12650924;0,019039897;27,22307518;18,16421007;-4,002182846;-81,72403182;-0,333090971;4,226409886;1,127461714;1,141811693;0,355108762;0
1,01270474;0,575457461;0,224382397;7,107622701;2,457205276;9,109411085;0,009689444;0,09891773;9,443182891;0,084025553;0,108582284;0,025516407;0
1,119472021;0,314857137;0,161598804;12,54799669;1,85108723;3,224201284;0,003440267;0,236731143;6,687546056;0,339911051;0,425722596;0,101637614;0
3,468495391;3,178063913;0,338393994;2,220385179;1,259533875;5,731830727;0,027987611;0,148548001;2,828221872;0,134555072;0,242912102;0,10000029;0
3,02363764;2,458444108;1,673967579;3,292748811;0,636361074;2,479017658;-0,497592715;0,28743746;4,797697534;-0,108655857;-0,108152035;0,112024442;0
1,197413385;0,710652397;0,206360614;12,0987014;5,640838696;0,591851865;0,164866526;0,628199157;1,67202411;0,213460652;0,269190824;0,061868775;0
0,649083912;0,481227131;8,92E-05;4,173300363;2,306635684;19,82052608;-0,909588697;0,048029526;9,417708623;0,52297211;0,884083816;0,119474479;1
3,504643612;3,441397074;2,303335782;6,400465442;1,751924381;0,242219606;0,714616407;0,80501064;1,806879717;0,330631327;0,414612249;0,04044902;0
3,619636972;1,726394202;1,070231952;19,20308002;4,808483053;0,364276064;0,723729201;0,732989478;0,712593028;0,409337245;0,427122013;0,053877894;0
0,816178316;0,741380927;0,243919038;14,08931404;8,960525773;127,4723947;-0,225675646;0,007783773;1,788503353;0,708925829;4,703317979;0,069136473;0
0,965845774;0,564821852;0,039477733;3,073301113;2,068211333;3,894279798;-1,309955706;0,204320154;6,067161242;0,102944222;0,139640223;0,02952643;0
0,729797337;0,531367408;0,002750248;2,159901005;1,61323823;438,9774841;-1,388492063;0,002272844;11,69307051;-0,234948605;2,292217327;0,058836675;0
0,514843397;0,31240513;0,158483591;5,50586256;1,799240015;6,194939895;-0,944991162;0,138986568;17,23211667;-0,864245411;-1,017637836;-0,115047373;0
0,217832817;0,116660459;0,000161476;8,174614973;4,098056347;2,55091228;-3,799463814;0,281617771;13,2733001;-0,052219037;-0,050630183;0,08520376;0
0,864977799;0,163077822;0,100764166;70,64044379;5,70361619;1,901682837;-5,477759218;0,344627603;2,452974386;-0,375036258;-0,45341183;0,002558489;0
0,887642481;0,674115594;0,118960816;2,495237063;1,2858498;-11,3365823;-0,1265797;-0,096743776;8,308485891;1,116481908;1,211713031;0,020306151;1
1,230503425;0,471560497;0,036231525;7,642873812;2,055964404;13,73988207;-6,330597504;0,067843148;3,596642927;0,001614676;0,01651163;0,4823993;0
1,508879508;0,252360498;0,048192619;13,41996144;2,247858058;15,202173;0,022797955;0,061720116;3,695320882;0,134011236;0,19288666;0,022394311;0
0,977753636;0,965453315;0,001273073;2,669445126;2,578234259;24,91640287;-0,022752525;0,038585602;6,807126332;0,98727308;0,98727308;0,022866564;1
1,201454978;0,860621275;0,048041567;5,191965314;3,353370714;3,633230554;0,167675844;0,215832126;3,751926764;0,50888091;0,643196564;0,058777446;0
1,071637011;0,56914608;0,015029625;5,480579957;2,612561946;171,1902232;-0,052784071;0,005807531;6,657809013;0,309599717;0,387176762;0,004022988;1
11,83198654;11,47563364;0,048319038;3,378088147;2,138380089;0,08731596;0,915483339;0,919695872;0,493808498;0,138222092;0,138264517;0,057474121;1
1,001179005;0,98854147;0,001933665;1,450905366;1,381253212;848,1728016;0,001177617;0,001177617;13,29850357;0,788343558;0,985685072;0,00086304;0
1,270264987;0,282634723;0,000891843;5,766773972;3,194862263;8,197679849;-4,233190671;0,108723071;1,778781447;0,049619586;0,073792844;0,013794921;0
0,718496059;0,306380851;0,025698373;9,411223534;4,200089532;27,44289029;-0,478832484;0,035158213;3,392055133;0,005654788;0,06711274;0,012186175;0
1,366123303;0,670919247;0,000899055;6,696652853;3,204265858;4,927412641;0,05496272;0,168707674;3,523381804;0,36491686;0,457693;0,050030855;0
1,131216685;1,052018573;0,321617518;3,196787587;2,10578932;7,390538748;0,115996066;0,119181858;5,43416338;0,101967272;0,127880883;0,007240573;0
0,771938369;0,687216083;0,000257253;0,441579796;0,385994611;371,1529204;-0,371581459;0,002687067;41,11974326;-13,7406932;-14,40869705;-0,120935347;1
3,826585205;2,789863229;0,289259729;2,191895627;1,446308359;5,171649526;0,08040502;0,162031236;2,525716357;0,003547796;0,005974448;0,036025165;0
0,942906754;0,596929357;0,004220103;3,112682277;1,968009917;3,187195481;-0,166576206;0,238823338;6,575980021;0,030593151;0,038690126;0,017188766;0
0,969515824;0,730965229;0,001007479;1,054570913;0,766315566;-4,38051156;-1,080017613;-0,295813217;16,63945795;0,64814962;0,648060323;-0,132181614;1
14,7825275;6,108081951;3,647155846;5,784456938;0,898998646;0,068311779;0,929587141;0,936056327;0,958657166;0,129087435;0,164678265;0,189253586;0
1,645162654;1,196872663;1,032789022;7,181318903;0,994338929;1,537927853;0,37674256;0,394022233;8,193918541;0,398229247;0,509221791;0,226307507;0
4,018423566;3,087177198;1,823995267;7,205188496;2,021960816;0,294174688;0,732796764;0,772693215;1,465213275;0,453376178;0,57030328;0,238700667;0
1,220907383;0,914835525;0,027197668;2,430475476;1,456827366;2379,401899;-0,956611955;0,000420097;6,321903627;-279,9553006;-320,4545095;-0,027676212;0
5,456601368;3,661336381;2,787705261;13,86186833;2,322680595;0,344270257;0,555019236;0,743898033;1,085579438;0,098444612;0,12608805;0,075720021;0
0,473535985;0,065839158;0,00460727;8,642085628;0,938891506;-27,3113072;-1,188760841;-0,038006474;22,13206639;6,183298463;7,563740562;-0,433908229;1
0,839364771;0,539182085;0,233679719;4,315565934;1,955164013;5,080561233;-1,363385754;0,164458503;8,059543159;0,244557453;0,274819772;0,103629911;0
1,359601346;1,290820379;0,197984039;1,377331951;1,31827876;-3,699268167;-2,100672759;-0,370470786;1,37730723;0,260013608;0,320557144;-0,003696487;1
1,306453378;0,941136678;0,00396932;9,872676092;5,45981893;64,68552926;-5,388955728;0,015224053;1,545761513;-2,489476525;-2,087040321;0,046214508;0
