Coefficient of current liquidity;Quick liquidity ratio;Absolute liquidity ratio;Receivables  turnover ratio;Turnover ratio of funds;Ratio of own and borrowed funds;Ratio of own working capital;Coefficient of autonomy;Degree of solvency in current liabilities;Return on net assets by net profit;Profitability;Profitability of sales;Failure
1,855297088;0,494782153;0,119244923;7,863328922;2,378773698;10,70132325;-0,393345785;0,08546042;2,710659424;0,114222734;0,158456577;0,040157883;0
2,195105683;1,759928126;0,225398382;3,939041567;2,90197327;1,073411323;-0,82001356;0,482296971;1,944814668;0,129966132;0,166585869;0,165310763;0
0,545856959;0,501225788;0,004404984;2,400745434;2,093566219;1,642197707;-0,956347197;0,378472814;15,55505851;0,283075189;0,285632163;0,252717382;0
2,075219061;1,738612677;0,06091253;2,934116765;2,36052118;1,50621703;0,310222398;0,399007743;2,584488761;0,246797557;0,308378901;0,051203924;0
0,32785003;0,203118219;0,007088528;3,587562638;1,706057665;-2,511513638;-2,074965896;-0,661588473;21,47882758;0,888498037;1,030044846;0,118537132;0
0,700584884;0,278257717;0,042754658;6,769697763;2,163431842;-7,975984969;-0,427378785;-0,143348933;9,340641268;-0,034466561;-0,034466561;0,013444519;0
0,930858962;0,312717235;0,001487258;10,07550103;3,61624643;8,426519233;-0,127016751;0,106083696;4,947799535;0,013552594;0,099725924;0,022334064;0
0,970405209;0,086490357;0,000843546;7,085649262;0,6925268;0,381454646;-0,128253238;0,723874651;13,98245759;-0,292571668;-0,291423784;-0,209036966;1
1,45073058;0,81210546;0,058882314;4,085596685;1,923924359;1,844942064;-0,050761983;0,351501007;4,954360738;-0,191403433;-0,230439197;0,12972804;0
1,005995015;0,987448269;0,021509555;4,123590742;3,923307429;145,0557793;0,005959289;0,006846699;3,442604106;0,144718143;0,510184747;0,043648864;0
0,542054519;0,141421447;0,002823406;25,42907263;5,758521531;0,375681159;-1,19999665;0,726912623;4,082855078;0,12713595;0,165739388;0,222677655;0
1,267098649;0,954405949;0,001936352;0,959044942;0,771168515;807,9496437;-0,181374568;0,001236171;12,34604382;-6,393349169;-6,530166271;0,058183791;0
1,088836591;0,491514816;0,001658244;2,932258393;1,113535234;-13,04895105;-0,701904496;-0,082994777;10,07710577;-0,617584499;-0,645724068;0,007813952;0
0,941419263;0,535350239;0,015041215;9,260127142;4,43780004;0,748657125;-0,974034457;0,571867398;3,216387283;0,163553335;0,202483877;0,216612916;0
1,052389;0,376573745;0,031382592;4,77850202;2,172155861;11,87111684;-0,105217546;0,077693336;5,982616439;0,027973267;0,088557855;0,04334405;0
1,657123057;0,871228061;0,083567123;3,188967139;1,576590471;3,89631105;-0,143399155;0,204235391;4,621900565;0,010010407;0,049123048;0,044221862;0
0,994203551;0,828629861;0,016061525;5,646219686;4,712385979;1,895508428;-0,391132987;0,34536249;2,948209016;0,408377396;0,518452415;0,108677799;0
1,258863237;0,904173114;0,131442116;6,507942106;3,849051447;1,881879256;-0,40467494;0,346995801;2,73602978;0,233989327;0,295085542;0,028199445;0
1,060948454;0,704408256;0,138970676;10,68865906;5,379967685;2,463537405;-0,280733844;0,28872216;3,216397876;0,463920639;0,585169735;0,107466808;0
0,962872464;0,914254015;0,165123538;7,387512199;6,451377124;56,64896535;-0,038938652;0,017346365;1,956927425;1,339067564;1,224881576;0,004167827;1
1,316953882;0,606239836;0,021256719;22,39897102;10,72252331;0,238701337;0,219503752;0,807297102;0,875977725;0,195168536;0,246541713;0,084619856;0
1,019958223;0,564729612;0,005657209;1,7530698;0,995779062;42,4015712;0,01549008;0,023040641;12,49807922;0,640244409;0,856513426;0,032220032;0
0,691334147;0,394058055;0,201078402;15,11647609;4,014821131;37,07641703;-1,177444781;0,026262975;4,153168843;1,956593245;2,460949584;0,028747083;0
0,865410761;0,619716134;0,066846572;6,604782273;4,574143836;0,946150881;-0,207384662;0,513834775;2,589765324;-0,03079348;-0,054542402;-0,006355179;0
1,231221707;1,073051727;0,064319633;1,579455866;1,196582844;4,02207808;0,186003758;0,199121044;9,162180535;0,071816545;0,093478464;0,016196758;0
1,000471311;0,667532658;0,003510756;4,720268542;3,487214373;253,0652137;0,000471089;0,003935997;3,719735438;0,118929123;0,1486185;0,013785571;0
2,200460529;2,096441244;1,04438438;7,036275801;3,058007208;0,129578354;0,054905279;0,885286086;1,739749232;0,057784635;0,072096358;0,126112839;0
1,927886606;1,147329043;0,027504439;2,938356644;1,670406575;3,414085879;0,15166312;0,226547473;4,023055121;0,148418928;0,186439374;0,062810969;0
1,006860768;0,944899875;0,078140759;11,99248299;10,78212268;55,04958451;0,006814018;0,017841345;1,102469065;0,576020455;0,76257876;0,009265453;0
1,112840171;0,744496016;0,023171881;1,929472527;1,045595366;6,172047311;0,081560053;0,139430201;13,76520945;0,253815512;0,303209189;0,074874606;0
2,206727076;1,601190674;0,501927891;5,072265981;2,438583353;2,835327498;-0,46411647;0,260733927;2,004149578;0,176233653;0,287750838;0,137481588;0
1,218342508;1,21683735;0,047829121;23,75945459;23,15934475;4,33488069;0,179208177;0,187445617;0,439749773;0,940803553;1,176318203;0,009451899;0
0,559327134;0,263183478;0,000282507;2,4676183;0,715910299;-2,835837291;-0,802412308;-0,544710582;15,44142796;0,536470863;0,762077514;-0,30989861;1
1,126889145;0,715041793;0,047779384;2,281813948;1,427357509;3,187055112;0,033814481;0,238831344;4,740062391;0,001295808;0,08996548;0,038993949;0
0,875254755;0,472393003;0,008648947;19,06444983;8,170370449;1,097496027;-0,373547104;0,476758948;1,82983228;0,000131788;0,000655064;-0,005251419;1
1,010092372;0,588321379;0,203356497;3,490640363;1,297025076;94,65018334;0,009991892;0,010454763;8,525958197;0,373577793;0,468798191;0,003017181;0
0,823916542;0,74087395;0,002832049;1,648493736;1,419567812;2,33012509;-0,758008325;0,30028902;10,54680468;0,003683676;0,307966839;-0,092704281;0
19,19374047;16,86528857;11,90479187;4,724817986;1,561449722;0,049717733;0,947899681;0,952637046;0,397943695;0,105669287;0,136411172;-0,123067398;0
2,082383592;0,981655641;0,005368956;9,900493519;4,365140611;0,853319907;0,51978108;0,539572254;1,442953206;0,246556294;0,308669422;0,013599901;0
1,577742139;0,986424166;0,224998455;0,92303512;0,397019599;1,73821783;0,36520104;0,36520104;19,05587061;-0,011843495;-0,011843495;-0,035574429;1
1,340671083;0,90280319;0,018698968;6,616810843;4,276833812;0,786753946;0,218839486;0,559674152;2,17659607;0,169527043;0,221894668;0,11234977;0
0,902266762;0,205575901;0,041741222;9,521457504;1,564652859;246,1699134;-0,10831967;0,0040458;10,23078307;0,302489177;1,249458874;0,034419557;0
1,539648935;1,080871211;0,028001131;4,630576862;3,259559703;1,754555805;0,350501288;0,363034939;2,633592596;0,186767334;0,262007289;0,028157461;0
0,583143488;0,127624544;0,013365117;4,7034595;1,301932095;1,278569985;-1,125050956;0,438871751;10,71885777;0,139835714;0,16004324;0,185042606;0
1,144784231;1,064990098;0,00135183;1,559301961;1,409892339;6,873969174;0,126472943;0,127000751;9,393810295;0,074913206;0,102654002;0,020203134;0
1,44019373;1,247794748;0,136500533;2,305947396;1,606790336;1,840068207;0,30564897;0,35210422;6,274501916;0,020928512;0,031223859;0,011916979;0
2,128604947;1,351482942;0,700526191;6,667307818;1,891688432;0,796573594;0,529127684;0,556614734;3,260644377;0,352888232;0,440543572;0,110079775;0
1,796279398;1,072749182;0,229595032;10,0380564;6,057266005;3,639040532;0,194136264;0,215561816;1,318427917;0,06606933;0,084828672;0,00298637;0
1,000455247;0,352703842;0,007619133;12,43303677;4,047750525;499,72875;0,00045504;0,001997089;4,340026633;8,24125;10,5;0,007146838;0
1,373489776;0,316340915;0,004039224;13,41787205;2,997779627;0,181837491;-0,038354171;0,846140021;2,663512835;0,123234903;0,155253365;0,219890981;0
12,58311165;3,669670441;0,308814252;1,120565686;0,271433953;0,138592787;0,855146573;0,878277125;3,633179277;0,088290138;0,110362672;0,437811009;0
1,642717028;1,500725552;0,002625975;1,587126321;1,443705116;40,92796666;-0,317050483;0,023850429;6,056779194;-0,054835296;0,154385501;0,054456634;0
0,715303985;0,501897063;0,147753372;5,600319169;3,772093677;1,729838797;-0,409683374;0,366321997;3,929894086;0,532650626;0,635247662;0,152307567;0
1,030651572;0,850897644;0,014141798;1,007093578;0,768471507;17,77046779;0,011123094;0,053275177;22,44843002;0,067131882;0,083906465;0,00900234;0
1,70209392;1,113948496;0,299549779;1,484835503;0,769311989;2,96230242;0,067012809;0,252378515;7,485871057;0,060380133;0,076074124;0,138333336;0
0,898062495;0,872751321;0,015027279;2,730587726;2,596559395;-5,346734347;-0,648265116;-0,230057768;5,22965704;0,111162791;0,073197262;0,025967912;0
5,104276852;2,487962192;0,101679312;3,264612576;1,311653693;0,744472056;0,08974468;0,573239334;1,755300289;0,054971744;0,068818497;0,141797042;0
1,014115202;0,193584794;0,069321999;18,92810288;2,674722589;10,34543951;-0,008142526;0,088141142;5,102068942;0,078020457;0,097515958;-0,006273634;0
0,788406129;0,409207338;0,293765355;6,186302158;1,401381454;1,234694566;-0,330410527;0,447488447;12,52003821;0,157752396;0,187154288;0,13192604;0
1,904269701;1,834167052;0,681274024;2,175394491;1,520249086;1,510395871;-0,193203093;0,398343549;4,648007082;0,130915411;0,167626058;0,097459949;0
0,173369869;0,076036306;0,001938323;5,210510344;2,440465307;37,8409052;-5,140794761;0,025746053;26,17567006;-2,689417324;-2,883242262;-0,01322491;1
6,506391347;5,546993789;3,27553541;7,277798992;3,056819416;2,474098515;-0,669410277;0,287844457;0,846898966;0,321213379;0,410796519;0,113935063;0
13,51808538;11,06215891;7,381387767;10,72207237;2,872349366;0,045630617;0,916825125;0,956360672;0,375274294;0,359716845;0,452239871;0,304181684;0
6,973011635;5,378352551;4,076714138;6,791705652;1,207720928;4,856635497;-2,511808467;0,170746531;1,684033089;0,074622134;0,095109997;0,142497208;0
1,674889342;0,744626419;0,040114828;10,44258653;4,207340727;0,893220164;0,402945631;0,528200586;1,746548568;0,229162307;0,289220733;0,084204204;0
1,038258403;0,474947383;0,000712115;7,933128919;3,393428067;13,70137367;0,023241636;0,068020855;3,293150994;-1,007429778;-1,214014645;-0,058902817;1
1,339368941;0,751674375;0,051040648;3,306576639;1,818480954;1,442305926;-0,485593709;0,409449115;4,634967716;-0,091956427;-0,075212074;-0,743325143;0
1,034595172;0,806397684;0,125942896;4,66705928;2,750627623;36,91860858;0,018654506;0,026372276;3,928534869;1,93020376;2,985421592;0,064586194;0
0,993245691;0,872630559;0,055507453;4,511516535;3,335733028;0,29025346;-0,060882642;0,775041518;3,374259166;0,132919869;0,160587195;0,199078139;0
1,043740948;1,043333237;0,061410916;4,85379174;4,320859054;14,21394498;0,041466682;0,065729172;2,756484531;0,133200673;0,376905568;0,01805834;0
1,212030098;1,162014233;0,162418409;2,502303697;2,034705077;13,41346252;-0,234002767;0,069379582;5,06220451;0,711236831;0,992953691;0,079923959;0
2,879349132;1,697872045;0,226963851;2,724859785;1,664012987;0,370592305;0,644543625;0,729611567;2,334128084;0,005241809;0,011914725;0,016234199;1
0,826467524;0,571326787;0,045515108;1,958256319;1,054584493;651,1177788;-0,664005676;0,001533465;19,6372301;-135,4754361;-164,6730677;-0,405463153;1
0,846567709;0,61507662;0,000653312;6,496630362;4,540874113;27,40516153;-0,232244794;0,035204869;3,493549693;0,235856368;0,453054013;0,025971846;0
0,903469616;0,573850116;0,110931885;5,701206597;3,156892208;5,767006141;-0,506491871;0,147775838;4,686572447;0,029258514;0,070799005;0,036406263;0
0,757361771;0,412746469;0,26741223;6,540256686;1,52306316;6,307046881;-0,498447778;0,136854192;9,207355816;0,057076477;0,159953238;0,062928148;0
2,273383661;2,201380273;1,054194384;8,146651352;4,218946159;0,367650181;0,559739081;0,731181126;1,355408871;0,277951459;0,353005454;0,085578822;0
0,906298297;0,486330119;0,036183554;1,646250671;1,039760736;7,358057377;-0,11925295;0,119645027;10,64418637;-1,573634352;-1,900717728;-0,180329237;1
1,324277552;0,334158344;0,162414317;30,48632451;3,220292412;2,969032235;-0,2060099;0,251951157;2,59567776;0,042344779;0,053811659;0,006634559;0
2,321603305;1,04996087;0,020949014;6,798449157;3,423496683;3,072945618;-2,844907965;0,245522551;1,588955635;0,004732123;0,008627602;0,161384761;0
0,713890202;0,426355602;0,048731994;11,09666413;6,247755279;2,714100317;-0,400837923;0,269244208;3,537992375;0,220681788;0,293838447;0,040293555;0
2,169044628;1,735129507;0,006621658;1,246325488;0,885011312;3,50284782;-1,950833688;0,222081678;5,830416799;0,006124559;0,006567918;0,176885783;0
7,199331104;3,037374582;2,960016722;113,7144509;1,415181274;0,27263481;0,754685032;0,785771372;1,215904354;0,299796814;0,375061632;0,242448888;0
0,795986263;0,643590363;0,183125848;11,62781352;4,906218125;36,8121558;-2,010135806;0,026446522;3,403230903;-0,945084836;-1,095382489;-0,038082627;1
0,862459942;0,712366473;0,071074317;3,220417106;2,05450525;743,9120567;-0,159956296;0,00134244;7,157332338;-15,78865248;-18,32198582;0,005975366;1
0,3160541;0,242477458;0,008016316;5,964121196;3,965643638;44,76680737;-4,907158092;0,021849896;7,863837546;1,765600441;-11,00422115;-0,133807355;1
1,007003893;0,687233615;0,028102637;14,73392675;9,922227632;53,25203915;0,00695518;0,018432487;2,089900579;0,523482442;0,651197733;0,039516707;0
1,398028998;0,747932048;0,009145122;3,992708402;1,84910961;2,189189189;-0,003985505;0,313559322;5,176152848;0,001736484;0,021838815;0,063156519;0
1,389839236;0,468726864;0,005051972;4,582828221;1,809351835;4,533925636;-0,379188533;0,180703549;5,328633313;0,059410522;0,109212835;0,137864721;0
2,557265387;1,536880065;0,809630765;13,79857308;3,669306672;0,290269296;0,608957285;0,775032005;1,592288012;0,146486596;0,17512071;0,081363538;0
0,220646733;0,169721462;0,00660496;3,115167787;2,238069235;-6,166931051;-3,596312467;-0,193538484;30,88433136;0,431549415;0,534748358;0,225038397;0
0,732407741;0,413478077;0,346126829;40,29229552;4,641526383;3,061437516;-1,180997944;0,246218241;4,154971441;0,923536704;1,095993652;0,233709074;0
0,83111798;0,395808439;0,071253835;5,948718234;1,84000431;18,49013728;-0,203337316;0,051308002;9,402938045;0,030734633;0,044316077;0,020714956;0
0,526761025;0,391029734;0,272055979;8,70701254;2,894719256;1,857254611;-1,663797843;0,349986311;10,51454693;0,033883023;0,045123955;0,057201923;0
0,684944444;0,609933638;0,182149382;8,018167757;4,903482497;0,29640096;-0,574661929;0,771365697;3,600561061;0,125575592;0,164121402;0,183443464;0
0,974542925;0,741378976;0,215639744;2,609947137;1,123994668;73,55035325;-0,026170492;0,013413748;11,2618232;1,322206632;1,853235852;0,012667071;0
0,694847253;0,325273635;0,146758778;3,70481311;1,02178175;-18,45614718;-0,43951257;-0,05728641;13,47966711;-0,065973912;-0,102014991;-0,001641625;0
1,596769797;1,05771791;0,085547142;4,477009064;2,902027946;48,06244796;0,020054656;0,020382187;2,481474353;0,704112314;0,770654085;0,018500266;0
1,033576258;0,94611763;0,003220702;3,8597913;3,394228067;27,50719156;0,032451788;0,035078868;3,063251301;0,873268698;1,020722352;0,009638406;0
0,900229548;0,889244237;0,035714731;9,954825107;9,425402237;5,323326508;-0,110827791;0,158144609;1,712756824;0,112529553;0,153595155;0,095406766;0
0,372631201;0,047296973;0,00292526;9,617063327;0,905934482;9,904049001;-3,688355729;0,091709052;44,35212959;-2,700348062;-3,33485963;0,315891259;0
1,203772228;0,266289272;0,014570776;3,829313848;1,096446939;-13,8932139;-0,078326182;-0,077560181;8,411243413;1,416335363;1,416299726;0,012826639;1
24,78767335;15,16656164;0,158255338;0,559144059;0,342572495;26,85425159;-0,057694365;0,035901162;2,660778757;0,334906656;0,353898537;0,123938685;0
0,211505896;0,137199447;0,005048558;1,694147755;0,966688092;-5,937179222;-4,386135798;-0,202544804;101,5735217;1,332990258;1,611525361;-0,675208572;0
0,211505896;0,137199447;0,005048558;1,694147755;0,966688092;-5,937179222;-4,386135798;-0,202544804;101,5735217;1,332990258;1,611525361;-0,675208572;0
2,10630504;0,648819621;0,051939362;5,919040276;1,70106852;0,798278647;0,383056688;0,556087346;3,401324107;0,164047547;0,207197632;0,057015931;0
1,501134525;0,293407373;0,036661622;3,352466898;0,604307884;1,325179586;0,333835787;0,430074307;12,07933536;0,002586872;0,002632768;-0,003946907;0
0,898541979;0,2335999;0,001374349;2,902275147;0,6566513;113,8679848;-0,11301069;0,008705638;23,07834462;-0,73956708;-0,037147993;0,038667128;1
4,524963477;0,86235022;0,113537262;6,846425949;1,255585371;2,816082773;-0,006134911;0,262048823;2,153807195;-0,039746686;-0,014483228;0,076939524;0
2,618387045;1,122170607;0,01690069;3,063680208;1,277385338;4,719303192;0,086926516;0,174846475;2,987028;0,000410865;0,023228634;0,040324781;0
1,079535452;0,564709592;0,415864721;11,33606467;1,765668019;10,86184909;0,0736163;0,084303888;8,65168683;1,285371574;1,608145829;0,15348531;0
4,793091294;1,727727353;0,738015509;7,160688872;2,037296524;0,069741596;0,634275261;0,934805194;1,093521829;-0,023095275;-0,024380196;-0,027648012;0
0,685285015;0,613972611;0,008112542;0,812107004;0,760331628;70,88834039;-1,104903501;0,013910462;13,74197789;0,096027268;0,253055947;0,061799538;0
1,726676138;0,1313688;4,53E-05;6,85621106;0,773003103;0,713518893;-0,474884414;0,583594382;8,582628354;0,010915163;0,011072782;0,036727123;0
1,014459186;0,487757512;0,006685685;6,291021207;2,303691101;24,3191886;0,014253098;0,039495736;5,235064329;0,224111146;0,382307248;0,016327119;1
1,476396706;0,269208769;0,006681311;3,140747843;1,337033158;3,814384159;-4,054878009;0,207710886;3,968614864;0,137220064;0,14538196;0,157930451;0
0,734504081;0,485870001;0,023765192;1,007205438;0,588634332;-4,190113281;-2,260069012;-0,313468492;21,86218421;1,016613147;1,143722176;-0,80190238;1
1,123163458;0,719109952;0,1689949;0,870284326;0,451599328;13,3303713;-0,204030331;0,069781863;23,10554753;0,093250687;0,137191214;0,167152542;1
1,000987008;0,889007591;0,077258715;1,28839963;0,734722121;1013,162694;0,000986035;0,000986035;21,53931904;0,274611399;0,781865285;0,035606887;1
1,109325823;0,666212032;0,157707559;8,412164443;3,34068762;6,887089963;0,09353739;0,126789476;3,007443956;0,03630465;0,045409135;0,000696458;0
1,166970066;0,951754579;0,375684484;6,982769594;2,023118223;5,877253774;0,142954189;0,145406878;3,547922106;0,02550683;0,009992811;0,01064574;0
1,272424885;0,998238584;0,49672642;2,683606044;1,040474427;4,192215912;0,081050986;0,192595997;10,26849942;0,091463618;0,12248917;0,089818297;0
0,661191227;0,102569873;0,005681468;6,292966388;0,852950032;2,005494819;-0,961197028;0,332723914;20,41133088;0,282074727;0,308490907;0,31114397;0
0,448313489;0,149350176;0,000582736;17,46195318;5,214050358;-3,542277406;-1,236585643;-0,393348105;5,598621583;0,501151579;0,617210499;-0,062644244;0
1,062629806;0,695714021;0,129884163;0,765740624;0,395101999;163,0838556;-0,266227553;0,006094445;31,43865542;0,278420143;0,37459477;0,139699639;0
0,997959729;0,796422694;0,089842551;5,857862905;4,21112023;-823,494311;-0,002044442;-0,001215812;4,014153206;4,948166877;4,962073325;-0,003753989;0
4,591612355;4,239150281;3,272824698;10,05253713;3,272387999;0,126082395;0,706628516;0,888034485;1,241696996;0,158724065;0,202245705;0,133396802;0
1,284586171;0,544972803;0,090275505;7,352322471;2,226002626;2,363657109;0,204063722;0,297295464;3,977510444;0,187335235;0,237766101;0,051917123;0
1,435346201;0,855909588;0,399292607;9,71339044;2,524990666;1,327018732;0,114189465;0,429734401;3,144784973;0,057644914;0,069811534;0,022549567;0
3,383885349;3,189892942;0,641286653;0,964300987;0,703774334;0,586864208;0,499000152;0,630173644;5,337273718;0,15002575;0,190724068;0,285857756;0
1,674405558;1,673109744;1,206936558;11,29777832;2,97715374;0,605773961;0,388956264;0,622752656;2,683735134;0,208236554;0,246810458;0,060016381;0
2,328652612;0,729191287;0,070939356;1,096248341;0,277267226;-5,826484939;-2,09254045;-0,207190121;13,78650303;0,309880894;0,309880894;-0,605887894;0
0,776187508;0,656241283;0,114282646;12,62110944;9,347514421;0,616979863;-0,530796433;0,618436891;2,052900822;0,19900037;0,244714967;0,071985512;0
3,502498853;2,952421192;0,407759724;4,610719021;2,715500071;0,392107565;0,713676156;0,718335296;1,293510603;0,332613799;0,422343753;0,125780097;0
1,211275094;1,019112581;0,002029106;6,904866107;5,544941271;4,379483012;0,172104789;0,185891469;2,399058722;0,069367696;0,12048603;0,012570207;0
7,50978819;6,966669723;4,735443792;7,955264983;1,481134068;0,319663472;-0,097275089;0,757768947;0,456464815;0,541466659;0,680742027;0,57222119;0
1,81224642;1,709832363;1,002681365;10,39408756;4,539610262;0,974004481;0,448198662;0,506584463;1,70045707;0,385758976;0,5102428;0,077378977;0
4,252453539;2,991032377;1,533395789;9,038284285;2,837959052;0,298116509;0,76484164;0,770346878;1,05058097;0,230243533;0,295628181;0,08391343;0
0,94359659;0,938022143;0,313874906;5,796294975;4,18625763;0,523043223;-0,142585273;0,656580184;3,581047664;0,273209631;0,318794761;0,144627525;0
0,41971458;0,217239123;0,011444453;13,79222842;5,139711073;0,651349456;-1,406044548;0,605565343;6,212490571;0,308522499;0,314942112;0,318252014;0
2,666219686;1,229423885;1,103362987;16,41611403;0,729523509;0,352275176;0,506213123;0,739494459;6,81465247;0,031467518;0,041725145;0,081104925;0
0,780816859;0,335638335;0,281671456;10,04598458;0,471069393;2,49591841;-0,309758626;0,286047866;31,95689267;0,000555899;0,001059838;-0,071396951;0
1,57953504;0,868225569;0,060300773;9,110215988;4,132666516;1,535864656;0,36501708;0,394342812;2,541067194;0,219108885;0,275274548;-0,022224404;1
1,808150251;0,862651103;8,65E-06;5,878038352;2,453083371;0,347079511;0,427600646;0,742346678;2,782821923;0,003828888;0,007279095;0,029446497;0
0,743051864;0,310389683;0,061803577;29,15544285;8,705355988;25,49115893;-0,357972236;0,037748443;2,037931384;0,324221194;0,614621127;-0,010514037;0
2,400388231;1,294810555;0,208896191;3,117950364;1,094583354;9,472326308;-0,765200087;0,095489767;3,390326306;-0,036452149;0,01559561;0,077350993;1
1,077275718;0,791512058;0,128010374;5,455977879;2,530331852;7,612067152;0,071306473;0,116116141;4,876943477;0,041822695;0,039508562;0,014295988;0
1,269793568;1,174508721;0,005471678;9,87346064;8,789911168;3,596079444;0,212470416;0,217576744;1,389418124;0,214394233;0,27028091;0,013848901;0
0,770230305;0,471930192;0,008394222;9,041600235;4,54976884;1,380126187;-1,297253305;0,420145863;4,235115303;0,6206951;0,652946052;0,337387483;0
1,42040147;1,107796991;0,005300377;5,121260979;3,633228309;19,39151202;-0,243071015;0,049040012;3,010597285;0,412955868;0,606249067;0,040487675;0
0,161202651;0,132485376;0,068792432;15,3774595;7,149026928;389,4189769;-5,203768035;0,002561347;2,278395972;0,001901491;0,87396399;0,026973967;0
1,299779356;0,759277919;0,525043405;14,99288661;2,485885564;69,34317831;-0,876114392;0,01421602;3,574411496;0,29615752;0,637352142;0,064710835;0
2,987934835;0,166912398;0,005766171;34,91467603;2,296794437;5,626347229;0,14177812;0,150912707;1,796851058;0,357718239;0,35827875;0,026336267;0
2,473825328;2,313846211;1,470375895;15,52216984;5,113367108;0,49336017;0,595767741;0,669630823;0,856235133;0,143739456;0,179306691;0,012221477;0
1,539573149;1,439796065;0,435078407;4,400300065;3,188914254;0,252115527;0,350150346;0,79864835;3,142036942;-0,101399321;-0,103539181;-0,049697688;0
1,295330615;0,639258259;0,007740276;1,134965148;0,711543008;4,294962571;-0,163819738;0,188858822;15,56134972;0,004991896;0,078997276;0,185960529;0
3,841586575;3,623273014;3,358161886;19,10197921;2,272823393;0,107273691;0,736001642;0,903119082;1,279011016;-0,199162532;0,033617467;-0,186594223;0
0,47938222;0,478902535;0,095744399;0,0870526;0,072134235;-2,422804805;-1,28209523;-0,702837098;333,9802147;0,624319147;0,776228673;0,81628495;1
16,68191717;14,45370186;3,760333105;0,682298926;0,460332259;1,625035741;0,268846495;0,380947194;1,373950866;4,00E-05;0,000643722;0,020086167;1
0,306478762;0,268559616;0,008996176;3,81388597;3,145785276;-1,829168356;-2,584185977;-1,206027693;12,71205996;0,103597485;0,126168609;-0,068602249;0
4,536357952;2,74753065;1,94882595;1,919647716;0,290353588;0,351845574;0,413289686;0,739729463;6,170220531;0,020423037;0,020129269;0,291028014;0
4,963159009;4,46740268;3,042327818;1,177980362;0,656454676;0,183053256;0,797736567;0,845270486;1,076154216;-0,065905967;-0,065518778;-0,810592062;0
26,77174253;26,74799179;0,216434259;0,704288767;0,699848476;0,037289802;0,962648482;0,964051944;0,831541737;-0,024239603;-0,024908711;-0,050808086;1
2,108431634;1,506136465;0,100140557;7,112175598;4,344322395;1,6983319;0,3434421;0,370599332;1,77862986;0,191615407;0,251577077;0,043749242;0
1,48131069;0,65621765;0,193626214;10,10057557;3,358175727;0,112258809;0,324668049;0,899071324;1,963788184;0,00049059;0,000729645;-0,003615021;0
1,103216189;0,902801296;0,688637483;2,116724877;0,437910446;6,432136813;-0,140938535;0,134550806;27,03609161;0,060250564;0,016202576;0,00151489;0
1,080326293;0,652771424;0,136193975;25,62110188;11,54597017;9,683788878;0,074353733;0,093599753;1,336095056;0,128347412;0,210567861;0,032768296;0
1,011448798;0,937981714;0,026026196;2,333968938;2,013666231;51,84244153;0,011319206;0,018924182;8,092368019;0,758461858;0,966033699;0,017029667;0
1,898790511;1,190552947;0,05883951;1,468628914;0,810040067;112,2486322;-0,120776202;0,008830129;10,44780518;16,93956235;10,88380373;-0,232213969;0
0,469217665;0,361158759;0,295259731;21,24785646;1,869311383;2,22093466;-1,173333098;0,310468887;13,09531969;0,073608867;0,098310675;0,064082779;0
0,108417891;0,10354695;0,098912718;5,623584562;4,881798611;0,067808155;-14,27771578;0,936497812;3,236768097;-0,001314711;0,00335198;0,019570997;0
0,46002832;0,410419189;0,001664128;0,585576934;0,443876308;-2,301786703;-1,17397905;-0,768174999;34,57541718;0,468235848;0,531699381;-0,469426891;1
0,951204447;0,149064245;0,079390985;48,18666887;3,728575668;-58,1141953;-0,051298701;-0,017508782;6,600139141;-0,635352622;-0,523869801;-0,055292705;0
8,080613006;6,205146936;5,562464807;39,87551575;2,884591771;0,613626785;0,610640169;0,619720849;0,580698613;0,149384109;0,173627972;0,003783156;0
0,459491292;0,430613775;0,277500353;11,88067855;3,080729846;3,977169287;-2,570536436;0,200917418;6,850649605;0,112162468;0,140787644;-0,206238958;0
1,355916132;0,843558576;0,016282347;2,962465267;1,792374192;31,5942513;0,019969218;0,030680257;5,317413183;0,146023633;0,177597288;0,078601026;0
1,437749495;0,595662079;0,090866082;9,059432424;3,441630831;1,714292302;-0,155065155;0,368420158;2,610212371;0,161441303;0,203342723;0,074775325;0
3,124835003;3,064199273;0,71906674;1,175408454;0,777132596;1,421973687;0,394545897;0,412886401;3,554331899;-0,074129466;-0,091990014;-0,044201905;0
0,448095685;0,256771031;0,0071983;4,20499914;2,609933344;1,909743903;-1,235864361;0,343672857;10,02309311;0,001402651;0,008331071;0,13087334;0
1,903353363;1,667278793;0,052299945;1,144771616;0,846943364;10,77982725;0,070197676;0,084890888;7,532134771;0,085880034;0,115174436;0,016000092;0
1,11260329;1,055814197;0,274278839;5,743510581;4,039255072;0,140367577;0,091534882;0,876910235;2,716470524;-0,007028314;-0,002841565;0,018407468;0
1,939505958;1,563511967;0,863341879;5,115739393;1,832059629;0,990797716;0,465230484;0,502311205;3,815665529;0,181783411;0,22762484;0,030734365;0
1,640496736;0,490074951;0,180688933;8,019166865;2,318814442;4,393714324;0,059402297;0,185400995;3,008625549;0,016089356;0,021531623;0,023591052;0
1,06906253;0,871955181;0,040267443;1,190506415;0,944072649;16,03811261;0,015031851;0,058691947;13,66496935;0,046236663;0,084272293;0,058267748;1
